#ies_format_version: 1.0
#file: 20250730_3000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 3.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	device-1_A_31;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
#005;	device-2_B_32;	FALSE;	TRUE;	0;	other;	BOOLEAN,6. -
YYYYMMDD;	hhmmss;	unixtimestamp;	device-1_A_31;	device-2_B_32
20250730;	181642;	1753879602.000;	           0;	     1
20250730;	181645;	1753879605.000;	           0;	     1
20250730;	181648;	1753879608.000;	           0;	     1
20250730;	181651;	1753879611.000;	           0;	     1
20250730;	181654;	1753879614.000;	           0;	     1
20250730;	181657;	1753879617.000;	           0;	     1
20250730;	181700;	1753879620.000;	           0;	     1
20250730;	181703;	1753879623.000;	           0;	     1
20250730;	181706;	1753879626.000;	           0;	     1
20250730;	181709;	1753879629.000;	           0;	     1
20250730;	181712;	1753879632.000;	           0;	     1
20250730;	181715;	1753879635.000;	           0;	     1
20250730;	181718;	1753879638.000;	           0;	     1
20250730;	181721;	1753879641.000;	           0;	     1
20250730;	181724;	1753879644.000;	           0;	     1
20250730;	181727;	1753879647.000;	           0;	     1
20250730;	181730;	1753879650.000;	           0;	     1
20250730;	181733;	1753879653.000;	           0;	     1
20250730;	181736;	1753879656.000;	           0;	     1
20250730;	181739;	1753879659.000;	           0;	     1
20250730;	181742;	1753879662.000;	           0;	     1
20250730;	181745;	1753879665.000;	           0;	     1
20250730;	181748;	1753879668.000;	           0;	     1
20250730;	181751;	1753879671.000;	           0;	     1
20250730;	181754;	1753879674.000;	           0;	     1
20250730;	181757;	1753879677.000;	           0;	     1
20250730;	181800;	1753879680.000;	           0;	     1
20250730;	181803;	1753879683.000;	           0;	     1
20250730;	181806;	1753879686.000;	           0;	     1
20250730;	181809;	1753879689.000;	           0;	     1
20250730;	181812;	1753879692.000;	           0;	     1
20250730;	181815;	1753879695.000;	           0;	     1
20250730;	181818;	1753879698.000;	           0;	     1
20250730;	181821;	1753879701.000;	           0;	     1
20250730;	181824;	1753879704.000;	           0;	     1
20250730;	181827;	1753879707.000;	           0;	     1
20250730;	181830;	1753879710.000;	           0;	     1
20250730;	181833;	1753879713.000;	           0;	     1
20250730;	181836;	1753879716.000;	           0;	     1
20250730;	181839;	1753879719.000;	           0;	     1
20250730;	181842;	1753879722.000;	           0;	     1
20250730;	181845;	1753879725.000;	           0;	     1
20250730;	181848;	1753879728.000;	           0;	     1
20250730;	181851;	1753879731.000;	           0;	     1
20250730;	181854;	1753879734.000;	           0;	     1
20250730;	181857;	1753879737.000;	           0;	     1
20250730;	181900;	1753879740.000;	           0;	     1
20250730;	181903;	1753879743.000;	           0;	     1
20250730;	181906;	1753879746.000;	           0;	     1
20250730;	181909;	1753879749.000;	           0;	     1
20250730;	181912;	1753879752.000;	           0;	     1
20250730;	181915;	1753879755.000;	           0;	     1
20250730;	181918;	1753879758.000;	           0;	     1
20250730;	181921;	1753879761.000;	           0;	     1
20250730;	181924;	1753879764.000;	           0;	     1
20250730;	181927;	1753879767.000;	       err32;	 err32
20250730;	181930;	1753879770.000;	       err32;	 err32
20250730;	181933;	1753879773.000;	        err7;	  err7
20250730;	181936;	1753879776.000;	           0;	     1
20250730;	181939;	1753879779.000;	           0;	     1
20250730;	181942;	1753879782.000;	           0;	     1
20250730;	181945;	1753879785.000;	           0;	     1
