#ies_format_version: 1.0
#file: 20250722_2000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 2.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	devTest_A_18;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	devTest_A_18
20250722;	143904;	1753175344.000;	       err32
20250722;	143906;	1753175346.000;	       err32
20250722;	143908;	1753175348.000;	       err32
20250722;	143910;	1753175350.000;	       err32
20250722;	143912;	1753175352.000;	       err32
20250722;	143914;	1753175354.000;	       err32
20250722;	143916;	1753175356.000;	       err32
20250722;	143918;	1753175358.000;	       err32
20250722;	143920;	1753175360.000;	       err32
20250722;	143922;	1753175362.000;	       err32
20250722;	143924;	1753175364.000;	       err32
20250722;	143926;	1753175366.000;	       err32
20250722;	143928;	1753175368.000;	       err32
20250722;	143930;	1753175370.000;	       err32
20250722;	143932;	1753175372.000;	       err32
20250722;	143934;	1753175374.000;	       err32
20250722;	143936;	1753175376.000;	       err32
20250722;	143938;	1753175378.000;	       err32
20250722;	143940;	1753175380.000;	       err32
20250722;	143942;	1753175382.000;	       err32
20250722;	143944;	1753175384.000;	       err32
20250722;	143946;	1753175386.000;	       err32
20250722;	143948;	1753175388.000;	       err32
20250722;	143950;	1753175390.000;	       err32
20250722;	143952;	1753175392.000;	       err32
20250722;	143954;	1753175394.000;	       err32
20250722;	143956;	1753175396.000;	       err32
20250722;	143958;	1753175398.000;	       err32
20250722;	144000;	1753175400.000;	       err32
20250722;	144002;	1753175402.000;	       err32
20250722;	144004;	1753175404.000;	       err32
20250722;	144006;	1753175406.000;	       err32
20250722;	144008;	1753175408.000;	       err32
20250722;	144010;	1753175410.000;	       err32
20250722;	144012;	1753175412.000;	       err32
20250722;	144014;	1753175414.000;	       err32
20250722;	144016;	1753175416.000;	       err32
20250722;	144018;	1753175418.000;	       err32
20250722;	144020;	1753175420.000;	       err32
20250722;	144022;	1753175422.000;	       err32
20250722;	144024;	1753175424.000;	       err32
20250722;	144026;	1753175426.000;	       err32
20250722;	144028;	1753175428.000;	       err32
20250722;	144030;	1753175430.000;	       err32
20250722;	144032;	1753175432.000;	       err32
20250722;	144034;	1753175434.000;	       err32
20250722;	144036;	1753175436.000;	       err32
20250722;	144038;	1753175438.000;	       err32
20250722;	144040;	1753175440.000;	       err32
20250722;	144042;	1753175442.000;	       err32
20250722;	144044;	1753175444.000;	       err32
20250722;	144046;	1753175446.000;	       err32
20250722;	144048;	1753175448.000;	       err32
20250722;	144050;	1753175450.000;	       err32
20250722;	144052;	1753175452.000;	       err32
20250722;	144054;	1753175454.000;	       err32
20250722;	144056;	1753175456.000;	       err32
20250722;	144058;	1753175458.000;	       err32
20250722;	144100;	1753175460.000;	       err32
20250722;	144102;	1753175462.000;	       err32
20250722;	144104;	1753175464.000;	       err32
20250722;	144106;	1753175466.000;	       err32
20250722;	144108;	1753175468.000;	       err32
20250722;	144110;	1753175470.000;	       err32
20250722;	144112;	1753175472.000;	       err32
20250722;	144114;	1753175474.000;	       err32
20250722;	144116;	1753175476.000;	       err32
20250722;	144118;	1753175478.000;	       err32
20250722;	144120;	1753175480.000;	       err32
20250722;	144122;	1753175482.000;	       err32
20250722;	144124;	1753175484.000;	       err32
20250722;	144126;	1753175486.000;	       err32
20250722;	144128;	1753175488.000;	       err32
20250722;	144130;	1753175490.000;	       err32
20250722;	144132;	1753175492.000;	       err32
20250722;	144134;	1753175494.000;	       err32
20250722;	144136;	1753175496.000;	       err32
20250722;	144138;	1753175498.000;	       err32
20250722;	144140;	1753175500.000;	       err32
20250722;	144142;	1753175502.000;	       err32
20250722;	144144;	1753175504.000;	       err32
20250722;	144146;	1753175506.000;	       err32
20250722;	144148;	1753175508.000;	       err32
20250722;	144150;	1753175510.000;	       err32
20250722;	144152;	1753175512.000;	       err32
20250722;	144154;	1753175514.000;	       err32
20250722;	144156;	1753175516.000;	       err32
20250722;	144158;	1753175518.000;	       err32
20250722;	144200;	1753175520.000;	       err32
20250722;	144202;	1753175522.000;	       err32
20250722;	144204;	1753175524.000;	       err32
20250722;	144206;	1753175526.000;	       err32
20250722;	144208;	1753175528.000;	       err32
20250722;	144210;	1753175530.000;	       err32
20250722;	144212;	1753175532.000;	       err32
20250722;	144214;	1753175534.000;	       err32
20250722;	144216;	1753175536.000;	       err32
20250722;	144218;	1753175538.000;	       err32
20250722;	144220;	1753175540.000;	       err32
20250722;	144222;	1753175542.000;	       err32
20250722;	144224;	1753175544.000;	       err32
20250722;	144226;	1753175546.000;	       err32
20250722;	144228;	1753175548.000;	       err32
20250722;	144230;	1753175550.000;	       err32
20250722;	144232;	1753175552.000;	       err32
20250722;	144234;	1753175554.000;	       err32
20250722;	144236;	1753175556.000;	       err32
20250722;	144238;	1753175558.000;	       err32
20250722;	144240;	1753175560.000;	       err32
20250722;	144242;	1753175562.000;	       err32
20250722;	144244;	1753175564.000;	       err32
20250722;	144246;	1753175566.000;	       err32
20250722;	144248;	1753175568.000;	       err32
20250722;	144250;	1753175570.000;	       err32
20250722;	144252;	1753175572.000;	       err32
20250722;	144254;	1753175574.000;	       err32
20250722;	144256;	1753175576.000;	       err32
20250722;	144258;	1753175578.000;	       err32
20250722;	144300;	1753175580.000;	       err32
20250722;	144302;	1753175582.000;	       err32
20250722;	144304;	1753175584.000;	       err32
20250722;	144306;	1753175586.000;	       err32
20250722;	144308;	1753175588.000;	       err32
20250722;	144310;	1753175590.000;	       err32
20250722;	144312;	1753175592.000;	       err32
20250722;	144314;	1753175594.000;	       err32
20250722;	144316;	1753175596.000;	       err32
20250722;	144318;	1753175598.000;	       err32
20250722;	144320;	1753175600.000;	       err32
20250722;	144322;	1753175602.000;	       err32
20250722;	144324;	1753175604.000;	       err32
20250722;	144326;	1753175606.000;	       err32
20250722;	144328;	1753175608.000;	       err32
20250722;	144330;	1753175610.000;	       err32
20250722;	144332;	1753175612.000;	       err32
20250722;	144334;	1753175614.000;	       err32
20250722;	144336;	1753175616.000;	       err32
20250722;	144338;	1753175618.000;	       err32
20250722;	144340;	1753175620.000;	       err32
20250722;	144342;	1753175622.000;	       err32
20250722;	144344;	1753175624.000;	       err32
20250722;	144346;	1753175626.000;	       err32
20250722;	144348;	1753175628.000;	       err32
20250722;	144350;	1753175630.000;	       err32
20250722;	144352;	1753175632.000;	       err32
20250722;	144354;	1753175634.000;	       err32
20250722;	144356;	1753175636.000;	       err32
20250722;	144358;	1753175638.000;	       err32
20250722;	144400;	1753175640.000;	       err32
20250722;	144402;	1753175642.000;	       err32
20250722;	144404;	1753175644.000;	       err32
20250722;	144406;	1753175646.000;	       err32
20250722;	144408;	1753175648.000;	       err32
20250722;	144410;	1753175650.000;	       err32
20250722;	144412;	1753175652.000;	       err32
20250722;	144414;	1753175654.000;	       err32
20250722;	144416;	1753175656.000;	       err32
20250722;	144418;	1753175658.000;	       err32
20250722;	144420;	1753175660.000;	       err32
20250722;	144422;	1753175662.000;	       err32
20250722;	144424;	1753175664.000;	       err32
20250722;	144426;	1753175666.000;	       err32
20250722;	144428;	1753175668.000;	       err32
20250722;	144430;	1753175670.000;	       err32
20250722;	144432;	1753175672.000;	       err32
20250722;	144434;	1753175674.000;	       err32
20250722;	144436;	1753175676.000;	       err32
20250722;	144438;	1753175678.000;	       err32
20250722;	144440;	1753175680.000;	       err32
20250722;	144442;	1753175682.000;	       err32
20250722;	144444;	1753175684.000;	       err32
20250722;	144446;	1753175686.000;	       err32
20250722;	144448;	1753175688.000;	       err32
20250722;	144450;	1753175690.000;	       err32
20250722;	144452;	1753175692.000;	       err32
20250722;	144454;	1753175694.000;	       err32
20250722;	144456;	1753175696.000;	       err32
20250722;	144458;	1753175698.000;	       err32
20250722;	144500;	1753175700.000;	       err32
20250722;	144502;	1753175702.000;	       err32
20250722;	144504;	1753175704.000;	       err32
20250722;	144506;	1753175706.000;	       err32
20250722;	144508;	1753175708.000;	       err32
20250722;	144510;	1753175710.000;	       err32
20250722;	144512;	1753175712.000;	       err32
20250722;	144514;	1753175714.000;	       err32
20250722;	144516;	1753175716.000;	       err32
20250722;	144518;	1753175718.000;	       err32
20250722;	144520;	1753175720.000;	       err32
20250722;	144522;	1753175722.000;	       err32
20250722;	144524;	1753175724.000;	       err32
20250722;	144526;	1753175726.000;	       err32
20250722;	144528;	1753175728.000;	       err32
20250722;	144530;	1753175730.000;	       err32
20250722;	144532;	1753175732.000;	       err32
20250722;	144534;	1753175734.000;	       err32
20250722;	144536;	1753175736.000;	       err32
20250722;	144538;	1753175738.000;	       err32
20250722;	144540;	1753175740.000;	       err32
20250722;	144542;	1753175742.000;	       err32
20250722;	144544;	1753175744.000;	       err32
20250722;	144546;	1753175746.000;	       err32
20250722;	144548;	1753175748.000;	       err32
20250722;	144550;	1753175750.000;	       err32
20250722;	144552;	1753175752.000;	       err32
20250722;	144554;	1753175754.000;	       err32
20250722;	144556;	1753175756.000;	       err32
20250722;	144558;	1753175758.000;	       err32
20250722;	144600;	1753175760.000;	       err32
20250722;	144602;	1753175762.000;	       err32
20250722;	144604;	1753175764.000;	       err32
20250722;	144606;	1753175766.000;	       err32
20250722;	144608;	1753175768.000;	       err32
20250722;	144610;	1753175770.000;	       err32
20250722;	144612;	1753175772.000;	       err32
20250722;	144614;	1753175774.000;	       err32
20250722;	144616;	1753175776.000;	       err32
20250722;	144618;	1753175778.000;	       err32
20250722;	144620;	1753175780.000;	       err32
20250722;	144622;	1753175782.000;	       err32
20250722;	144624;	1753175784.000;	       err32
20250722;	144626;	1753175786.000;	       err32
20250722;	144628;	1753175788.000;	       err32
20250722;	144630;	1753175790.000;	       err32
20250722;	144632;	1753175792.000;	       err32
20250722;	144634;	1753175794.000;	       err32
20250722;	144636;	1753175796.000;	       err32
20250722;	144638;	1753175798.000;	       err32
20250722;	144640;	1753175800.000;	       err32
20250722;	144642;	1753175802.000;	       err32
20250722;	144644;	1753175804.000;	       err32
20250722;	144646;	1753175806.000;	       err32
20250722;	144648;	1753175808.000;	       err32
20250722;	144650;	1753175810.000;	       err32
20250722;	144652;	1753175812.000;	       err32
20250722;	144654;	1753175814.000;	       err32
20250722;	144656;	1753175816.000;	       err32
20250722;	144658;	1753175818.000;	       err32
20250722;	144700;	1753175820.000;	       err32
20250722;	144702;	1753175822.000;	       err32
20250722;	144704;	1753175824.000;	       err32
20250722;	144706;	1753175826.000;	       err32
20250722;	144708;	1753175828.000;	       err32
20250722;	144710;	1753175830.000;	       err32
20250722;	144712;	1753175832.000;	       err32
20250722;	144714;	1753175834.000;	       err32
20250722;	144716;	1753175836.000;	       err32
20250722;	144718;	1753175838.000;	       err32
20250722;	144720;	1753175840.000;	       err32
20250722;	144722;	1753175842.000;	       err32
20250722;	144724;	1753175844.000;	       err32
20250722;	144726;	1753175846.000;	       err32
20250722;	144728;	1753175848.000;	       err32
20250722;	144730;	1753175850.000;	       err32
20250722;	144732;	1753175852.000;	       err32
20250722;	144734;	1753175854.000;	       err32
20250722;	144736;	1753175856.000;	       err32
20250722;	144738;	1753175858.000;	       err32
20250722;	144740;	1753175860.000;	       err32
20250722;	144742;	1753175862.000;	       err32
20250722;	144744;	1753175864.000;	       err32
20250722;	144746;	1753175866.000;	       err32
20250722;	144748;	1753175868.000;	       err32
20250722;	144750;	1753175870.000;	       err32
20250722;	144752;	1753175872.000;	       err32
20250722;	144754;	1753175874.000;	       err32
20250722;	144756;	1753175876.000;	       err32
20250722;	144758;	1753175878.000;	       err32
20250722;	144800;	1753175880.000;	       err32
20250722;	144802;	1753175882.000;	       err32
20250722;	144804;	1753175884.000;	       err32
20250722;	144806;	1753175886.000;	       err32
20250722;	144808;	1753175888.000;	       err32
20250722;	144810;	1753175890.000;	       err32
20250722;	144812;	1753175892.000;	       err32
20250722;	144814;	1753175894.000;	       err32
20250722;	144816;	1753175896.000;	       err32
20250722;	144818;	1753175898.000;	       err32
20250722;	144820;	1753175900.000;	       err32
20250722;	144822;	1753175902.000;	       err32
20250722;	144824;	1753175904.000;	       err32
20250722;	144826;	1753175906.000;	       err32
20250722;	144828;	1753175908.000;	       err32
20250722;	144830;	1753175910.000;	       err32
20250722;	144832;	1753175912.000;	       err32
20250722;	144834;	1753175914.000;	       err32
20250722;	144836;	1753175916.000;	       err32
20250722;	144838;	1753175918.000;	       err32
20250722;	144840;	1753175920.000;	       err32
20250722;	144842;	1753175922.000;	       err32
20250722;	144844;	1753175924.000;	       err32
20250722;	144846;	1753175926.000;	       err32
20250722;	144848;	1753175928.000;	       err32
20250722;	144850;	1753175930.000;	       err32
20250722;	144852;	1753175932.000;	       err32
20250722;	144854;	1753175934.000;	       err32
20250722;	144856;	1753175936.000;	       err32
20250722;	144858;	1753175938.000;	       err32
20250722;	144900;	1753175940.000;	       err32
20250722;	144902;	1753175942.000;	       err32
20250722;	144904;	1753175944.000;	       err32
20250722;	144906;	1753175946.000;	       err32
20250722;	144908;	1753175948.000;	       err32
20250722;	144910;	1753175950.000;	       err32
20250722;	144912;	1753175952.000;	       err32
20250722;	144914;	1753175954.000;	       err32
20250722;	144916;	1753175956.000;	       err32
20250722;	144918;	1753175958.000;	       err32
20250722;	144920;	1753175960.000;	       err32
20250722;	144922;	1753175962.000;	       err32
20250722;	144924;	1753175964.000;	       err32
20250722;	144926;	1753175966.000;	       err32
20250722;	144928;	1753175968.000;	       err32
20250722;	144930;	1753175970.000;	       err32
20250722;	144932;	1753175972.000;	       err32
20250722;	144934;	1753175974.000;	       err32
20250722;	144936;	1753175976.000;	       err32
20250722;	144938;	1753175978.000;	       err32
20250722;	144940;	1753175980.000;	       err32
20250722;	144942;	1753175982.000;	       err32
20250722;	144944;	1753175984.000;	       err32
20250722;	144946;	1753175986.000;	       err32
20250722;	144948;	1753175988.000;	       err32
20250722;	144950;	1753175990.000;	       err32
20250722;	144952;	1753175992.000;	       err32
20250722;	144954;	1753175994.000;	       err32
20250722;	144956;	1753175996.000;	       err32
20250722;	144958;	1753175998.000;	       err32
20250722;	145000;	1753176000.000;	       err32
20250722;	145002;	1753176002.000;	       err32
20250722;	145004;	1753176004.000;	       err32
20250722;	145006;	1753176006.000;	       err32
20250722;	145008;	1753176008.000;	       err32
20250722;	145010;	1753176010.000;	       err32
20250722;	145012;	1753176012.000;	       err32
20250722;	145014;	1753176014.000;	       err32
20250722;	145016;	1753176016.000;	       err32
20250722;	145018;	1753176018.000;	       err32
20250722;	145020;	1753176020.000;	       err32
20250722;	145022;	1753176022.000;	       err32
20250722;	145024;	1753176024.000;	       err32
20250722;	145026;	1753176026.000;	       err32
20250722;	145028;	1753176028.000;	       err32
20250722;	145030;	1753176030.000;	       err32
20250722;	145032;	1753176032.000;	       err32
20250722;	145034;	1753176034.000;	       err32
20250722;	145036;	1753176036.000;	       err32
20250722;	145038;	1753176038.000;	       err32
20250722;	145040;	1753176040.000;	       err32
20250722;	145042;	1753176042.000;	       err32
20250722;	145044;	1753176044.000;	       err32
20250722;	145046;	1753176046.000;	       err32
20250722;	145048;	1753176048.000;	       err32
20250722;	145050;	1753176050.000;	       err32
20250722;	145052;	1753176052.000;	       err32
20250722;	145054;	1753176054.000;	       err32
20250722;	145056;	1753176056.000;	       err32
20250722;	145058;	1753176058.000;	       err32
20250722;	145100;	1753176060.000;	       err32
20250722;	145102;	1753176062.000;	       err32
20250722;	145104;	1753176064.000;	       err32
20250722;	145106;	1753176066.000;	       err32
20250722;	145108;	1753176068.000;	       err32
20250722;	145110;	1753176070.000;	       err32
20250722;	145112;	1753176072.000;	       err32
20250722;	145114;	1753176074.000;	       err32
20250722;	145116;	1753176076.000;	       err32
20250722;	145118;	1753176078.000;	       err32
20250722;	145120;	1753176080.000;	       err32
20250722;	145122;	1753176082.000;	       err32
20250722;	145124;	1753176084.000;	       err32
20250722;	145126;	1753176086.000;	       err32
20250722;	145128;	1753176088.000;	       err32
20250722;	145130;	1753176090.000;	       err32
20250722;	145132;	1753176092.000;	       err32
20250722;	145134;	1753176094.000;	       err32
20250722;	145136;	1753176096.000;	       err32
20250722;	145138;	1753176098.000;	       err32
20250722;	145140;	1753176100.000;	       err32
20250722;	145142;	1753176102.000;	       err32
20250722;	145144;	1753176104.000;	       err32
20250722;	145146;	1753176106.000;	       err32
20250722;	145148;	1753176108.000;	       err32
20250722;	145150;	1753176110.000;	       err32
20250722;	145152;	1753176112.000;	       err32
20250722;	145154;	1753176114.000;	       err32
20250722;	145156;	1753176116.000;	       err32
20250722;	145158;	1753176118.000;	       err32
20250722;	145200;	1753176120.000;	       err32
20250722;	145202;	1753176122.000;	       err32
20250722;	145204;	1753176124.000;	       err32
20250722;	145206;	1753176126.000;	       err32
20250722;	145208;	1753176128.000;	       err32
20250722;	145210;	1753176130.000;	       err32
20250722;	145212;	1753176132.000;	       err32
20250722;	145214;	1753176134.000;	       err32
20250722;	145216;	1753176136.000;	           0
20250722;	145218;	1753176138.000;	           0
20250722;	145220;	1753176140.000;	           0
20250722;	145222;	1753176142.000;	           0
20250722;	145224;	1753176144.000;	           0
20250722;	145226;	1753176146.000;	           0
20250722;	145228;	1753176148.000;	           0
20250722;	145230;	1753176150.000;	           0
20250722;	145232;	1753176152.000;	           0
20250722;	145234;	1753176154.000;	           0
20250722;	145236;	1753176156.000;	           0
20250722;	145238;	1753176158.000;	           0
20250722;	145240;	1753176160.000;	           0
20250722;	145242;	1753176162.000;	           0
20250722;	145244;	1753176164.000;	           0
20250722;	145246;	1753176166.000;	           0
20250722;	145248;	1753176168.000;	           0
20250722;	145250;	1753176170.000;	           0
20250722;	145252;	1753176172.000;	           0
20250722;	145254;	1753176174.000;	           0
20250722;	145256;	1753176176.000;	           0
20250722;	145258;	1753176178.000;	           0
20250722;	145300;	1753176180.000;	           0
20250722;	145302;	1753176182.000;	           0
20250722;	145304;	1753176184.000;	           0
20250722;	145306;	1753176186.000;	           0
20250722;	145308;	1753176188.000;	           0
20250722;	145310;	1753176190.000;	           0
20250722;	145312;	1753176192.000;	           0
20250722;	145314;	1753176194.000;	           0
20250722;	145316;	1753176196.000;	           0
20250722;	145318;	1753176198.000;	           0
20250722;	145320;	1753176200.000;	           0
20250722;	145322;	1753176202.000;	           0
20250722;	145324;	1753176204.000;	           0
20250722;	145326;	1753176206.000;	           0
20250722;	145328;	1753176208.000;	           0
20250722;	145330;	1753176210.000;	           0
20250722;	145332;	1753176212.000;	           0
20250722;	145334;	1753176214.000;	           0
20250722;	145336;	1753176216.000;	           0
20250722;	145338;	1753176218.000;	           0
20250722;	145340;	1753176220.000;	           0
20250722;	145342;	1753176222.000;	           0
20250722;	145344;	1753176224.000;	           0
20250722;	145346;	1753176226.000;	           0
20250722;	145348;	1753176228.000;	           0
20250722;	145350;	1753176230.000;	           0
20250722;	145352;	1753176232.000;	           0
20250722;	145354;	1753176234.000;	           0
20250722;	145356;	1753176236.000;	           0
20250722;	145358;	1753176238.000;	           0
20250722;	145400;	1753176240.000;	           0
20250722;	145402;	1753176242.000;	           0
20250722;	145404;	1753176244.000;	           0
20250722;	145406;	1753176246.000;	           0
20250722;	145408;	1753176248.000;	           0
20250722;	145410;	1753176250.000;	           0
20250722;	145412;	1753176252.000;	           0
20250722;	145414;	1753176254.000;	           0
20250722;	145416;	1753176256.000;	           0
20250722;	145418;	1753176258.000;	           0
20250722;	145420;	1753176260.000;	           0
20250722;	145422;	1753176262.000;	           0
20250722;	145424;	1753176264.000;	           0
20250722;	145426;	1753176266.000;	           0
20250722;	145428;	1753176268.000;	           0
20250722;	145430;	1753176270.000;	           0
20250722;	145432;	1753176272.000;	           0
20250722;	145434;	1753176274.000;	           0
20250722;	145436;	1753176276.000;	           0
20250722;	145438;	1753176278.000;	           0
20250722;	145440;	1753176280.000;	           0
20250722;	145442;	1753176282.000;	           0
20250722;	145444;	1753176284.000;	           0
20250722;	145446;	1753176286.000;	           0
20250722;	145448;	1753176288.000;	           0
20250722;	145450;	1753176290.000;	           0
20250722;	145452;	1753176292.000;	           0
20250722;	145454;	1753176294.000;	           0
20250722;	145456;	1753176296.000;	           0
20250722;	145458;	1753176298.000;	           0
20250722;	145500;	1753176300.000;	           0
20250722;	145502;	1753176302.000;	           0
20250722;	145504;	1753176304.000;	           0
20250722;	145506;	1753176306.000;	           0
20250722;	145508;	1753176308.000;	           0
20250722;	145510;	1753176310.000;	           0
20250722;	145512;	1753176312.000;	           0
20250722;	145514;	1753176314.000;	           0
20250722;	145516;	1753176316.000;	           0
20250722;	145518;	1753176318.000;	           0
20250722;	145520;	1753176320.000;	           0
20250722;	145522;	1753176322.000;	           0
20250722;	145524;	1753176324.000;	           0
20250722;	145526;	1753176326.000;	           0
20250722;	145528;	1753176328.000;	           0
20250722;	145530;	1753176330.000;	           0
20250722;	145532;	1753176332.000;	           0
20250722;	145534;	1753176334.000;	           0
20250722;	145536;	1753176336.000;	           0
20250722;	145538;	1753176338.000;	           0
20250722;	145540;	1753176340.000;	           0
20250722;	145542;	1753176342.000;	           0
20250722;	145544;	1753176344.000;	           0
20250722;	145546;	1753176346.000;	           0
20250722;	145548;	1753176348.000;	           0
20250722;	145550;	1753176350.000;	           0
20250722;	145552;	1753176352.000;	           0
20250722;	145554;	1753176354.000;	           0
20250722;	145556;	1753176356.000;	           0
20250722;	145558;	1753176358.000;	           0
20250722;	145600;	1753176360.000;	           0
20250722;	145602;	1753176362.000;	           0
20250722;	145604;	1753176364.000;	           0
20250722;	145606;	1753176366.000;	           0
20250722;	145608;	1753176368.000;	           0
20250722;	145610;	1753176370.000;	           0
20250722;	145612;	1753176372.000;	           0
20250722;	145614;	1753176374.000;	           0
20250722;	145616;	1753176376.000;	           0
20250722;	145618;	1753176378.000;	           0
20250722;	145620;	1753176380.000;	           0
20250722;	145622;	1753176382.000;	           0
20250722;	145624;	1753176384.000;	           0
20250722;	145626;	1753176386.000;	           0
20250722;	145628;	1753176388.000;	           0
20250722;	145630;	1753176390.000;	           0
20250722;	145632;	1753176392.000;	           0
20250722;	145634;	1753176394.000;	           0
20250722;	145636;	1753176396.000;	           0
20250722;	145638;	1753176398.000;	           0
20250722;	145640;	1753176400.000;	           0
20250722;	145642;	1753176402.000;	           0
20250722;	145644;	1753176404.000;	           0
20250722;	145646;	1753176406.000;	           0
20250722;	145648;	1753176408.000;	           0
20250722;	145650;	1753176410.000;	           0
20250722;	145652;	1753176412.000;	           0
20250722;	145654;	1753176414.000;	           0
20250722;	145656;	1753176416.000;	           0
20250722;	145658;	1753176418.000;	           0
20250722;	145700;	1753176420.000;	           0
20250722;	145702;	1753176422.000;	           0
20250722;	145704;	1753176424.000;	           0
20250722;	145706;	1753176426.000;	           0
20250722;	145708;	1753176428.000;	           0
20250722;	145710;	1753176430.000;	           0
20250722;	145712;	1753176432.000;	           0
20250722;	145714;	1753176434.000;	           0
20250722;	145716;	1753176436.000;	           0
20250722;	145718;	1753176438.000;	           0
20250722;	145720;	1753176440.000;	           0
20250722;	145722;	1753176442.000;	           0
20250722;	145724;	1753176444.000;	           0
20250722;	145726;	1753176446.000;	           0
20250722;	145728;	1753176448.000;	           0
20250722;	145730;	1753176450.000;	           0
20250722;	145732;	1753176452.000;	           0
20250722;	145734;	1753176454.000;	           0
20250722;	145736;	1753176456.000;	           0
20250722;	145738;	1753176458.000;	           0
20250722;	145740;	1753176460.000;	           0
20250722;	145742;	1753176462.000;	           0
20250722;	145744;	1753176464.000;	           0
20250722;	145746;	1753176466.000;	           0
20250722;	145748;	1753176468.000;	           0
20250722;	145750;	1753176470.000;	           0
20250722;	145752;	1753176472.000;	           0
20250722;	145754;	1753176474.000;	           0
20250722;	145756;	1753176476.000;	           0
20250722;	145758;	1753176478.000;	           0
20250722;	145800;	1753176480.000;	           0
20250722;	145802;	1753176482.000;	           0
20250722;	145804;	1753176484.000;	           0
20250722;	145806;	1753176486.000;	           0
20250722;	145808;	1753176488.000;	           0
20250722;	145810;	1753176490.000;	           0
20250722;	145812;	1753176492.000;	           0
20250722;	145814;	1753176494.000;	           0
20250722;	145816;	1753176496.000;	           0
20250722;	145818;	1753176498.000;	           0
20250722;	145820;	1753176500.000;	           0
20250722;	145822;	1753176502.000;	           0
20250722;	145824;	1753176504.000;	           0
20250722;	145826;	1753176506.000;	           0
20250722;	145828;	1753176508.000;	           0
20250722;	145830;	1753176510.000;	           0
20250722;	145832;	1753176512.000;	           0
20250722;	145834;	1753176514.000;	           0
20250722;	145836;	1753176516.000;	           0
20250722;	145838;	1753176518.000;	           0
20250722;	145840;	1753176520.000;	           0
20250722;	145842;	1753176522.000;	           0
20250722;	145844;	1753176524.000;	           0
20250722;	145846;	1753176526.000;	           0
20250722;	145848;	1753176528.000;	           0
20250722;	145850;	1753176530.000;	           0
20250722;	145852;	1753176532.000;	           0
20250722;	145854;	1753176534.000;	           0
20250722;	145856;	1753176536.000;	           0
20250722;	145858;	1753176538.000;	           0
20250722;	145900;	1753176540.000;	           0
20250722;	145902;	1753176542.000;	           0
20250722;	145904;	1753176544.000;	           0
20250722;	145906;	1753176546.000;	           0
20250722;	145908;	1753176548.000;	           0
20250722;	145910;	1753176550.000;	           0
20250722;	145912;	1753176552.000;	           0
20250722;	145914;	1753176554.000;	           0
20250722;	145916;	1753176556.000;	           0
20250722;	145918;	1753176558.000;	           0
20250722;	145920;	1753176560.000;	           0
20250722;	145922;	1753176562.000;	           0
20250722;	145924;	1753176564.000;	           0
20250722;	145926;	1753176566.000;	           0
20250722;	145928;	1753176568.000;	           0
20250722;	145930;	1753176570.000;	           0
20250722;	145932;	1753176572.000;	           0
20250722;	145934;	1753176574.000;	           0
20250722;	145936;	1753176576.000;	           0
20250722;	145938;	1753176578.000;	           0
20250722;	145940;	1753176580.000;	           0
20250722;	145942;	1753176582.000;	           0
20250722;	145944;	1753176584.000;	           0
20250722;	145946;	1753176586.000;	           0
20250722;	145948;	1753176588.000;	           0
20250722;	145950;	1753176590.000;	           0
20250722;	145952;	1753176592.000;	           0
20250722;	145954;	1753176594.000;	           0
20250722;	145956;	1753176596.000;	           0
20250722;	145958;	1753176598.000;	           0
20250722;	150000;	1753176600.000;	           0
20250722;	150002;	1753176602.000;	           0
20250722;	150004;	1753176604.000;	           0
20250722;	150006;	1753176606.000;	           0
20250722;	150008;	1753176608.000;	           0
20250722;	150010;	1753176610.000;	           0
20250722;	150012;	1753176612.000;	       err32
20250722;	150014;	1753176614.000;	       err32
20250722;	150016;	1753176616.000;	       err32
20250722;	150018;	1753176618.000;	       err32
20250722;	150020;	1753176620.000;	       err32
20250722;	150022;	1753176622.000;	       err32
20250722;	150024;	1753176624.000;	       err32
20250722;	150026;	1753176626.000;	       err32
20250722;	150028;	1753176628.000;	       err32
20250722;	150030;	1753176630.000;	       err32
20250722;	150032;	1753176632.000;	       err32
20250722;	150034;	1753176634.000;	       err32
20250722;	150036;	1753176636.000;	       err32
20250722;	150038;	1753176638.000;	       err32
20250722;	150040;	1753176640.000;	       err32
20250722;	150042;	1753176642.000;	       err32
20250722;	150044;	1753176644.000;	       err32
20250722;	150046;	1753176646.000;	       err32
20250722;	150048;	1753176648.000;	       err32
20250722;	150050;	1753176650.000;	       err32
20250722;	150052;	1753176652.000;	       err32
20250722;	150054;	1753176654.000;	       err32
20250722;	150056;	1753176656.000;	       err32
20250722;	150058;	1753176658.000;	       err32
20250722;	150100;	1753176660.000;	       err32
20250722;	150102;	1753176662.000;	       err32
20250722;	150104;	1753176664.000;	       err32
20250722;	150106;	1753176666.000;	       err32
