#ies_format_version: 1.0
#file: 20250718_5000_2000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	power_self_consumption;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. test
YYYYMMDD;	hhmmss;	unixtimestamp;	power_self_consumption
20250718;	115822;	1752820102.000;	    err11
20250718;	115827;	1752820107.000;	    err11
20250718;	115832;	1752820112.000;	    err11
20250718;	115837;	1752820117.000;	    err11
20250718;	115842;	1752820122.000;	    err11
20250718;	115847;	1752820127.000;	    err11
20250718;	115852;	1752820132.000;	    err11
20250718;	115857;	1752820137.000;	    err11
20250718;	115902;	1752820142.000;	    err11
20250718;	115907;	1752820147.000;	    err11
20250718;	115912;	1752820152.000;	    err11
20250718;	115917;	1752820157.000;	    err11
20250718;	115922;	1752820162.000;	    err11
20250718;	115927;	1752820167.000;	    err11
20250718;	115932;	1752820172.000;	    err11
20250718;	115937;	1752820177.000;	    err11
20250718;	115942;	1752820182.000;	    err11
20250718;	115947;	1752820187.000;	    err11
20250718;	115952;	1752820192.000;	    err11
20250718;	115957;	1752820197.000;	    err11
20250718;	120002;	1752820202.000;	    err11
20250718;	120007;	1752820207.000;	    err11
20250718;	120012;	1752820212.000;	    err11
20250718;	120017;	1752820217.000;	    err11
20250718;	120022;	1752820222.000;	    err11
20250718;	120027;	1752820227.000;	    err11
20250718;	120032;	1752820232.000;	    err11
20250718;	120037;	1752820237.000;	    err11
20250718;	120042;	1752820242.000;	    err11
20250718;	120047;	1752820247.000;	    err11
20250718;	120052;	1752820252.000;	    err11
20250718;	120057;	1752820257.000;	    err11
20250718;	120102;	1752820262.000;	    err11
20250718;	120107;	1752820267.000;	    err11
20250718;	120112;	1752820272.000;	    err11
20250718;	120117;	1752820277.000;	    err11
20250718;	120122;	1752820282.000;	    err11
20250718;	120127;	1752820287.000;	    err11
20250718;	120132;	1752820292.000;	    err11
20250718;	120137;	1752820297.000;	    err11
20250718;	120142;	1752820302.000;	    err11
20250718;	120147;	1752820307.000;	    err11
20250718;	120152;	1752820312.000;	    err11
20250718;	120157;	1752820317.000;	    err11
20250718;	120202;	1752820322.000;	    err11
20250718;	120207;	1752820327.000;	    err11
20250718;	120212;	1752820332.000;	    err11
20250718;	120217;	1752820337.000;	    err11
20250718;	120222;	1752820342.000;	    err11
20250718;	120227;	1752820347.000;	    err11
20250718;	120232;	1752820352.000;	    err11
20250718;	120237;	1752820357.000;	    err11
20250718;	120242;	1752820362.000;	    err11
20250718;	120247;	1752820367.000;	    err11
20250718;	120252;	1752820372.000;	    err11
20250718;	120257;	1752820377.000;	    err11
20250718;	120302;	1752820382.000;	    err11
20250718;	120307;	1752820387.000;	    err11
20250718;	120312;	1752820392.000;	    err11
20250718;	120317;	1752820397.000;	    err11
20250718;	120322;	1752820402.000;	    err11
20250718;	120327;	1752820407.000;	    err11
20250718;	120332;	1752820412.000;	    err11
20250718;	120337;	1752820417.000;	    err11
20250718;	120342;	1752820422.000;	    err11
20250718;	120347;	1752820427.000;	    err11
20250718;	120352;	1752820432.000;	    err11
20250718;	120357;	1752820437.000;	    err11
20250718;	120402;	1752820442.000;	    err11
20250718;	120407;	1752820447.000;	    err11
20250718;	120412;	1752820452.000;	    err11
20250718;	120417;	1752820457.000;	    err11
20250718;	120422;	1752820462.000;	    err11
20250718;	120427;	1752820467.000;	    err11
20250718;	120432;	1752820472.000;	    err11
20250718;	120437;	1752820477.000;	    err11
20250718;	120442;	1752820482.000;	    err11
20250718;	120447;	1752820487.000;	    err11
20250718;	120452;	1752820492.000;	    err11
20250718;	120457;	1752820497.000;	    err11
20250718;	120502;	1752820502.000;	    err11
20250718;	120507;	1752820507.000;	    err11
20250718;	120512;	1752820512.000;	    err11
20250718;	120517;	1752820517.000;	    err11
20250718;	120522;	1752820522.000;	    err11
20250718;	120527;	1752820527.000;	    err11
20250718;	120532;	1752820532.000;	    err11
20250718;	120537;	1752820537.000;	    err11
20250718;	120542;	1752820542.000;	    err11
20250718;	120547;	1752820547.000;	    err11
20250718;	120552;	1752820552.000;	    err11
20250718;	120557;	1752820557.000;	    err11
20250718;	120602;	1752820562.000;	    err11
20250718;	120607;	1752820567.000;	    err11
20250718;	120612;	1752820572.000;	    err11
20250718;	120617;	1752820577.000;	    err11
20250718;	120622;	1752820582.000;	    err11
20250718;	120627;	1752820587.000;	    err11
20250718;	120632;	1752820592.000;	    err11
20250718;	120637;	1752820597.000;	    err11
20250718;	120642;	1752820602.000;	    err11
20250718;	120647;	1752820607.000;	    err11
20250718;	120652;	1752820612.000;	    err11
20250718;	120657;	1752820617.000;	    err11
20250718;	120702;	1752820622.000;	    err11
20250718;	120707;	1752820627.000;	    err11
20250718;	120712;	1752820632.000;	    err11
20250718;	120717;	1752820637.000;	    err11
20250718;	120722;	1752820642.000;	    err11
20250718;	120727;	1752820647.000;	    err11
20250718;	120732;	1752820652.000;	    err11
20250718;	120737;	1752820657.000;	    err11
20250718;	120742;	1752820662.000;	    err11
20250718;	120747;	1752820667.000;	    err11
20250718;	120752;	1752820672.000;	    err11
20250718;	120757;	1752820677.000;	    err11
20250718;	120802;	1752820682.000;	    err11
20250718;	120807;	1752820687.000;	    err11
20250718;	120812;	1752820692.000;	    err11
20250718;	120817;	1752820697.000;	    err11
20250718;	120822;	1752820702.000;	    err11
20250718;	120827;	1752820707.000;	    err11
20250718;	120832;	1752820712.000;	    err11
20250718;	120837;	1752820717.000;	    err11
20250718;	120842;	1752820722.000;	    err11
20250718;	120847;	1752820727.000;	    err11
20250718;	120852;	1752820732.000;	    err11
20250718;	120857;	1752820737.000;	    err11
20250718;	120902;	1752820742.000;	    err11
20250718;	120907;	1752820747.000;	    err11
20250718;	120912;	1752820752.000;	    err11
20250718;	120917;	1752820757.000;	    err11
20250718;	120922;	1752820762.000;	    err11
20250718;	120927;	1752820767.000;	    err11
20250718;	120932;	1752820772.000;	    err11
20250718;	120937;	1752820777.000;	    err11
20250718;	120942;	1752820782.000;	    err11
20250718;	120947;	1752820787.000;	    err11
20250718;	120952;	1752820792.000;	    err11
20250718;	120957;	1752820797.000;	    err11
20250718;	121002;	1752820802.000;	    err11
20250718;	121007;	1752820807.000;	    err11
20250718;	121012;	1752820812.000;	    err11
20250718;	121017;	1752820817.000;	    err11
20250718;	121022;	1752820822.000;	    err11
20250718;	121027;	1752820827.000;	    err11
20250718;	121032;	1752820832.000;	    err11
20250718;	121037;	1752820837.000;	    err11
20250718;	121042;	1752820842.000;	    err11
20250718;	121047;	1752820847.000;	    err11
20250718;	121052;	1752820852.000;	    err11
20250718;	121057;	1752820857.000;	    err11
20250718;	121102;	1752820862.000;	    err11
20250718;	121107;	1752820867.000;	    err11
20250718;	121112;	1752820872.000;	    err11
20250718;	121117;	1752820877.000;	    err11
20250718;	121122;	1752820882.000;	    err11
20250718;	121127;	1752820887.000;	    err11
20250718;	121132;	1752820892.000;	    err11
20250718;	121137;	1752820897.000;	    err11
20250718;	121142;	1752820902.000;	    err11
20250718;	121147;	1752820907.000;	    err11
20250718;	121152;	1752820912.000;	    err11
20250718;	121157;	1752820917.000;	    err11
20250718;	121202;	1752820922.000;	    err11
20250718;	121207;	1752820927.000;	    err11
20250718;	121212;	1752820932.000;	    err11
20250718;	121217;	1752820937.000;	    err11
