#ies_format_version: 1.0
#file: 20250801_1000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 1.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	device_A_31;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	device_A_31
20250801;	172210;	1754049130.000;	           9
20250801;	172211;	1754049131.000;	           9
20250801;	172212;	1754049132.000;	           9
20250801;	172213;	1754049133.000;	           9
20250801;	172214;	1754049134.000;	           9
20250801;	172215;	1754049135.000;	           9
20250801;	172216;	1754049136.000;	           9
20250801;	172217;	1754049137.000;	           9
20250801;	172218;	1754049138.000;	           9
20250801;	172219;	1754049139.000;	           9
20250801;	172220;	1754049140.000;	           9
20250801;	172221;	1754049141.000;	           9
20250801;	172222;	1754049142.000;	           9
20250801;	172223;	1754049143.000;	           9
20250801;	172224;	1754049144.000;	           9
20250801;	172225;	1754049145.000;	           9
20250801;	172226;	1754049146.000;	           9
20250801;	172227;	1754049147.000;	           9
20250801;	172228;	1754049148.000;	           9
20250801;	172229;	1754049149.000;	           9
20250801;	172230;	1754049150.000;	           9
20250801;	172231;	1754049151.000;	           9
20250801;	172232;	1754049152.000;	           9
20250801;	172233;	1754049153.000;	           9
20250801;	172234;	1754049154.000;	           9
20250801;	172235;	1754049155.000;	           9
20250801;	172236;	1754049156.000;	           9
20250801;	172237;	1754049157.000;	           9
20250801;	172238;	1754049158.000;	           9
20250801;	172239;	1754049159.000;	           9
20250801;	172240;	1754049160.000;	           9
20250801;	172241;	1754049161.000;	           9
20250801;	172242;	1754049162.000;	           9
20250801;	172243;	1754049163.000;	           9
20250801;	172244;	1754049164.000;	           9
20250801;	172245;	1754049165.000;	           9
20250801;	172246;	1754049166.000;	           9
20250801;	172247;	1754049167.000;	           9
20250801;	172248;	1754049168.000;	           9
20250801;	172249;	1754049169.000;	           9
20250801;	172250;	1754049170.000;	           9
20250801;	172251;	1754049171.000;	           9
20250801;	172252;	1754049172.000;	           9
20250801;	172253;	1754049173.000;	           9
20250801;	172254;	1754049174.000;	           9
20250801;	172255;	1754049175.000;	           9
20250801;	172256;	1754049176.000;	           9
20250801;	172257;	1754049177.000;	           9
20250801;	172258;	1754049178.000;	           9
20250801;	172259;	1754049179.000;	           9
20250801;	172300;	1754049180.000;	           9
20250801;	172301;	1754049181.000;	           9
20250801;	172302;	1754049182.000;	           9
20250801;	172303;	1754049183.000;	           9
20250801;	172304;	1754049184.000;	           9
20250801;	172305;	1754049185.000;	           9
20250801;	172306;	1754049186.000;	           9
20250801;	172307;	1754049187.000;	           9
20250801;	172308;	1754049188.000;	           9
20250801;	172309;	1754049189.000;	           9
20250801;	172310;	1754049190.000;	           9
20250801;	172311;	1754049191.000;	           9
20250801;	172312;	1754049192.000;	           9
20250801;	172313;	1754049193.000;	           9
20250801;	172314;	1754049194.000;	           9
20250801;	172315;	1754049195.000;	           9
20250801;	172316;	1754049196.000;	           9
20250801;	172317;	1754049197.000;	           9
20250801;	172318;	1754049198.000;	           9
20250801;	172319;	1754049199.000;	           9
20250801;	172320;	1754049200.000;	           9
20250801;	172321;	1754049201.000;	           9
20250801;	172322;	1754049202.000;	           9
20250801;	172323;	1754049203.000;	           9
20250801;	172324;	1754049204.000;	           9
20250801;	172325;	1754049205.000;	           9
20250801;	172326;	1754049206.000;	           9
20250801;	172327;	1754049207.000;	           9
20250801;	172328;	1754049208.000;	           9
20250801;	172329;	1754049209.000;	           9
20250801;	172330;	1754049210.000;	           9
20250801;	172331;	1754049211.000;	           9
20250801;	172332;	1754049212.000;	           9
20250801;	172333;	1754049213.000;	           9
20250801;	172334;	1754049214.000;	           9
20250801;	172335;	1754049215.000;	           9
20250801;	172336;	1754049216.000;	           9
20250801;	172337;	1754049217.000;	           9
20250801;	172338;	1754049218.000;	           9
20250801;	172339;	1754049219.000;	           9
20250801;	172340;	1754049220.000;	           9
20250801;	172341;	1754049221.000;	           9
20250801;	172342;	1754049222.000;	           9
20250801;	172343;	1754049223.000;	           9
20250801;	172344;	1754049224.000;	           9
20250801;	172345;	1754049225.000;	           9
20250801;	172346;	1754049226.000;	           9
20250801;	172347;	1754049227.000;	           9
20250801;	172348;	1754049228.000;	           9
20250801;	172349;	1754049229.000;	           9
20250801;	172350;	1754049230.000;	           9
20250801;	172351;	1754049231.000;	           9
20250801;	172352;	1754049232.000;	           9
20250801;	172353;	1754049233.000;	           9
20250801;	172354;	1754049234.000;	           9
20250801;	172355;	1754049235.000;	           9
20250801;	172356;	1754049236.000;	           9
20250801;	172357;	1754049237.000;	           9
20250801;	172358;	1754049238.000;	           9
20250801;	172359;	1754049239.000;	           9
20250801;	172400;	1754049240.000;	           9
20250801;	172401;	1754049241.000;	           9
20250801;	172402;	1754049242.000;	           9
20250801;	172403;	1754049243.000;	           9
20250801;	172404;	1754049244.000;	           9
20250801;	172405;	1754049245.000;	           9
20250801;	172406;	1754049246.000;	           9
20250801;	172407;	1754049247.000;	           9
20250801;	172408;	1754049248.000;	           9
20250801;	172409;	1754049249.000;	           9
20250801;	172410;	1754049250.000;	           9
20250801;	172411;	1754049251.000;	           9
20250801;	172412;	1754049252.000;	           9
20250801;	172413;	1754049253.000;	           9
20250801;	172414;	1754049254.000;	           9
20250801;	172415;	1754049255.000;	           9
20250801;	172416;	1754049256.000;	           9
20250801;	172417;	1754049257.000;	           9
20250801;	172418;	1754049258.000;	           9
20250801;	172419;	1754049259.000;	           9
20250801;	172420;	1754049260.000;	           9
20250801;	172421;	1754049261.000;	           9
20250801;	172422;	1754049262.000;	           9
20250801;	172423;	1754049263.000;	           9
20250801;	172424;	1754049264.000;	           9
20250801;	172425;	1754049265.000;	           9
20250801;	172426;	1754049266.000;	           9
20250801;	172427;	1754049267.000;	           9
20250801;	172428;	1754049268.000;	           9
20250801;	172429;	1754049269.000;	           9
20250801;	172430;	1754049270.000;	           9
20250801;	172431;	1754049271.000;	           9
20250801;	172432;	1754049272.000;	           9
20250801;	172433;	1754049273.000;	           9
20250801;	172434;	1754049274.000;	           9
20250801;	172435;	1754049275.000;	           9
20250801;	172436;	1754049276.000;	           9
20250801;	172437;	1754049277.000;	           9
20250801;	172438;	1754049278.000;	           9
20250801;	172439;	1754049279.000;	           9
20250801;	172440;	1754049280.000;	           9
20250801;	172441;	1754049281.000;	           9
20250801;	172442;	1754049282.000;	           9
20250801;	172443;	1754049283.000;	           9
20250801;	172444;	1754049284.000;	           9
20250801;	172445;	1754049285.000;	           9
20250801;	172446;	1754049286.000;	           9
20250801;	172447;	1754049287.000;	           9
20250801;	172448;	1754049288.000;	           9
20250801;	172449;	1754049289.000;	           9
20250801;	172450;	1754049290.000;	           9
20250801;	172451;	1754049291.000;	           9
20250801;	172452;	1754049292.000;	           9
20250801;	172453;	1754049293.000;	           9
20250801;	172454;	1754049294.000;	           9
20250801;	172455;	1754049295.000;	           9
20250801;	172456;	1754049296.000;	           9
20250801;	172457;	1754049297.000;	           9
20250801;	172458;	1754049298.000;	           9
20250801;	172459;	1754049299.000;	           9
20250801;	172500;	1754049300.000;	           9
20250801;	172501;	1754049301.000;	           9
20250801;	172502;	1754049302.000;	           9
20250801;	172503;	1754049303.000;	           9
20250801;	172504;	1754049304.000;	           9
20250801;	172505;	1754049305.000;	           9
20250801;	172506;	1754049306.000;	           9
20250801;	172507;	1754049307.000;	           9
20250801;	172508;	1754049308.000;	           9
20250801;	172509;	1754049309.000;	           9
20250801;	172510;	1754049310.000;	           9
20250801;	172511;	1754049311.000;	           9
20250801;	172512;	1754049312.000;	           9
20250801;	172513;	1754049313.000;	           9
20250801;	172514;	1754049314.000;	           9
20250801;	172515;	1754049315.000;	           9
20250801;	172516;	1754049316.000;	           9
20250801;	172517;	1754049317.000;	           9
20250801;	172518;	1754049318.000;	           9
20250801;	172519;	1754049319.000;	           9
20250801;	172520;	1754049320.000;	           9
20250801;	172521;	1754049321.000;	           9
20250801;	172522;	1754049322.000;	           9
20250801;	172523;	1754049323.000;	           9
20250801;	172524;	1754049324.000;	           9
20250801;	172525;	1754049325.000;	           9
20250801;	172526;	1754049326.000;	           9
20250801;	172527;	1754049327.000;	           9
20250801;	172528;	1754049328.000;	           9
20250801;	172529;	1754049329.000;	           9
20250801;	172530;	1754049330.000;	           9
20250801;	172531;	1754049331.000;	           9
20250801;	172532;	1754049332.000;	           9
20250801;	172533;	1754049333.000;	           9
20250801;	172534;	1754049334.000;	           9
20250801;	172535;	1754049335.000;	           9
20250801;	172536;	1754049336.000;	           9
20250801;	172537;	1754049337.000;	           9
20250801;	172538;	1754049338.000;	           9
20250801;	172539;	1754049339.000;	           9
20250801;	172540;	1754049340.000;	           9
20250801;	172541;	1754049341.000;	           9
20250801;	172542;	1754049342.000;	           9
20250801;	172543;	1754049343.000;	           9
20250801;	172544;	1754049344.000;	           9
20250801;	172545;	1754049345.000;	           9
20250801;	172546;	1754049346.000;	           9
20250801;	172547;	1754049347.000;	           9
20250801;	172548;	1754049348.000;	           9
20250801;	172549;	1754049349.000;	           9
20250801;	172550;	1754049350.000;	           9
20250801;	172551;	1754049351.000;	           9
20250801;	172552;	1754049352.000;	           9
20250801;	172553;	1754049353.000;	           9
20250801;	172554;	1754049354.000;	           9
20250801;	172555;	1754049355.000;	           9
20250801;	172556;	1754049356.000;	           9
20250801;	172557;	1754049357.000;	           9
20250801;	172558;	1754049358.000;	           9
20250801;	172559;	1754049359.000;	           9
20250801;	172600;	1754049360.000;	           9
20250801;	172601;	1754049361.000;	           9
20250801;	172602;	1754049362.000;	           9
20250801;	172603;	1754049363.000;	           9
20250801;	172604;	1754049364.000;	           9
20250801;	172605;	1754049365.000;	           9
20250801;	172606;	1754049366.000;	           9
20250801;	172607;	1754049367.000;	           9
20250801;	172608;	1754049368.000;	           9
20250801;	172609;	1754049369.000;	           9
20250801;	172610;	1754049370.000;	           9
20250801;	172611;	1754049371.000;	           9
20250801;	172612;	1754049372.000;	           9
20250801;	172613;	1754049373.000;	           9
20250801;	172614;	1754049374.000;	           9
20250801;	172615;	1754049375.000;	           9
20250801;	172616;	1754049376.000;	           9
20250801;	172617;	1754049377.000;	           9
20250801;	172618;	1754049378.000;	           9
20250801;	172619;	1754049379.000;	           9
20250801;	172620;	1754049380.000;	           9
20250801;	172621;	1754049381.000;	           9
20250801;	172622;	1754049382.000;	           9
20250801;	172623;	1754049383.000;	           9
20250801;	172624;	1754049384.000;	           9
20250801;	172625;	1754049385.000;	           9
20250801;	172626;	1754049386.000;	           9
20250801;	172627;	1754049387.000;	           9
20250801;	172628;	1754049388.000;	           9
20250801;	172629;	1754049389.000;	           9
20250801;	172630;	1754049390.000;	           9
20250801;	172631;	1754049391.000;	           9
20250801;	172632;	1754049392.000;	           9
20250801;	172633;	1754049393.000;	           9
20250801;	172634;	1754049394.000;	           9
20250801;	172635;	1754049395.000;	           9
20250801;	172636;	1754049396.000;	           9
20250801;	172637;	1754049397.000;	           9
20250801;	172638;	1754049398.000;	           9
20250801;	172639;	1754049399.000;	           9
20250801;	172640;	1754049400.000;	           9
20250801;	172641;	1754049401.000;	           9
20250801;	172642;	1754049402.000;	           9
20250801;	172643;	1754049403.000;	           9
20250801;	172644;	1754049404.000;	           9
20250801;	172645;	1754049405.000;	           9
20250801;	172646;	1754049406.000;	           9
20250801;	172647;	1754049407.000;	           9
20250801;	172648;	1754049408.000;	           9
20250801;	172649;	1754049409.000;	           9
20250801;	172650;	1754049410.000;	           9
20250801;	172651;	1754049411.000;	           9
20250801;	172652;	1754049412.000;	           9
20250801;	172653;	1754049413.000;	           9
20250801;	172654;	1754049414.000;	           9
20250801;	172655;	1754049415.000;	           9
20250801;	172656;	1754049416.000;	           9
20250801;	172657;	1754049417.000;	           9
20250801;	172658;	1754049418.000;	           9
20250801;	172659;	1754049419.000;	           9
20250801;	172700;	1754049420.000;	           9
20250801;	172701;	1754049421.000;	           9
20250801;	172702;	1754049422.000;	           9
20250801;	172703;	1754049423.000;	           9
20250801;	172704;	1754049424.000;	           9
20250801;	172705;	1754049425.000;	           9
20250801;	172706;	1754049426.000;	           9
20250801;	172707;	1754049427.000;	           9
20250801;	172708;	1754049428.000;	           9
20250801;	172709;	1754049429.000;	           9
20250801;	172710;	1754049430.000;	           9
20250801;	172711;	1754049431.000;	           9
20250801;	172712;	1754049432.000;	           9
20250801;	172713;	1754049433.000;	           9
20250801;	172714;	1754049434.000;	           9
20250801;	172715;	1754049435.000;	           9
20250801;	172716;	1754049436.000;	           9
20250801;	172717;	1754049437.000;	           9
20250801;	172718;	1754049438.000;	           9
20250801;	172719;	1754049439.000;	           9
20250801;	172720;	1754049440.000;	           9
20250801;	172721;	1754049441.000;	           9
20250801;	172722;	1754049442.000;	           9
20250801;	172723;	1754049443.000;	           9
20250801;	172724;	1754049444.000;	           9
20250801;	172725;	1754049445.000;	           9
20250801;	172726;	1754049446.000;	           9
20250801;	172727;	1754049447.000;	           9
20250801;	172728;	1754049448.000;	           9
20250801;	172729;	1754049449.000;	           9
20250801;	172730;	1754049450.000;	           9
20250801;	172731;	1754049451.000;	           9
20250801;	172732;	1754049452.000;	           9
20250801;	172733;	1754049453.000;	           9
20250801;	172734;	1754049454.000;	           9
20250801;	172735;	1754049455.000;	           9
20250801;	172736;	1754049456.000;	           9
20250801;	172737;	1754049457.000;	           9
20250801;	172738;	1754049458.000;	           9
20250801;	172739;	1754049459.000;	           9
20250801;	172740;	1754049460.000;	           9
20250801;	172741;	1754049461.000;	           9
20250801;	172742;	1754049462.000;	           9
20250801;	172743;	1754049463.000;	           9
20250801;	172744;	1754049464.000;	           9
20250801;	172745;	1754049465.000;	           9
20250801;	172746;	1754049466.000;	           9
20250801;	172747;	1754049467.000;	           9
20250801;	172748;	1754049468.000;	           9
20250801;	172749;	1754049469.000;	           9
20250801;	172750;	1754049470.000;	           9
20250801;	172751;	1754049471.000;	           9
20250801;	172752;	1754049472.000;	           9
20250801;	172753;	1754049473.000;	           9
20250801;	172754;	1754049474.000;	           9
20250801;	172755;	1754049475.000;	           9
20250801;	172756;	1754049476.000;	           9
20250801;	172757;	1754049477.000;	           9
20250801;	172758;	1754049478.000;	           9
20250801;	172759;	1754049479.000;	           9
20250801;	172800;	1754049480.000;	           9
20250801;	172801;	1754049481.000;	           9
20250801;	172802;	1754049482.000;	           9
20250801;	172803;	1754049483.000;	           9
20250801;	172804;	1754049484.000;	           9
20250801;	172805;	1754049485.000;	           9
20250801;	172806;	1754049486.000;	           9
20250801;	172807;	1754049487.000;	           9
20250801;	172808;	1754049488.000;	           9
20250801;	172809;	1754049489.000;	           9
20250801;	172810;	1754049490.000;	           9
20250801;	172811;	1754049491.000;	           9
20250801;	172812;	1754049492.000;	           9
20250801;	172813;	1754049493.000;	           9
20250801;	172814;	1754049494.000;	           9
20250801;	172815;	1754049495.000;	           9
20250801;	172816;	1754049496.000;	           9
20250801;	172817;	1754049497.000;	           9
20250801;	172818;	1754049498.000;	           9
20250801;	172819;	1754049499.000;	           9
20250801;	172820;	1754049500.000;	           9
20250801;	172821;	1754049501.000;	           9
20250801;	172822;	1754049502.000;	           9
20250801;	172823;	1754049503.000;	           9
20250801;	172824;	1754049504.000;	           9
20250801;	172825;	1754049505.000;	           9
20250801;	172826;	1754049506.000;	           9
20250801;	172827;	1754049507.000;	           9
20250801;	172828;	1754049508.000;	           9
20250801;	172829;	1754049509.000;	           9
20250801;	172830;	1754049510.000;	           9
20250801;	172831;	1754049511.000;	           9
20250801;	172832;	1754049512.000;	           9
20250801;	172833;	1754049513.000;	           9
20250801;	172834;	1754049514.000;	           9
20250801;	172835;	1754049515.000;	           9
20250801;	172836;	1754049516.000;	           9
20250801;	172837;	1754049517.000;	           9
20250801;	172838;	1754049518.000;	           9
20250801;	172839;	1754049519.000;	           9
20250801;	172840;	1754049520.000;	           9
20250801;	172841;	1754049521.000;	           9
20250801;	172842;	1754049522.000;	           9
20250801;	172843;	1754049523.000;	           9
20250801;	172844;	1754049524.000;	           9
20250801;	172845;	1754049525.000;	           9
20250801;	172846;	1754049526.000;	           9
20250801;	172847;	1754049527.000;	           9
20250801;	172848;	1754049528.000;	           9
20250801;	172849;	1754049529.000;	           9
20250801;	172850;	1754049530.000;	           9
20250801;	172851;	1754049531.000;	           9
20250801;	172852;	1754049532.000;	           9
20250801;	172853;	1754049533.000;	           9
20250801;	172854;	1754049534.000;	           9
20250801;	172855;	1754049535.000;	           9
20250801;	172856;	1754049536.000;	           9
20250801;	172857;	1754049537.000;	           9
20250801;	172858;	1754049538.000;	           9
20250801;	172859;	1754049539.000;	           9
20250801;	172900;	1754049540.000;	           9
20250801;	172901;	1754049541.000;	           9
20250801;	172902;	1754049542.000;	           9
20250801;	172903;	1754049543.000;	           9
20250801;	172904;	1754049544.000;	           9
20250801;	172905;	1754049545.000;	           9
20250801;	172906;	1754049546.000;	           9
20250801;	172907;	1754049547.000;	           9
20250801;	172908;	1754049548.000;	           9
20250801;	172909;	1754049549.000;	           9
20250801;	172910;	1754049550.000;	           9
20250801;	172911;	1754049551.000;	           9
20250801;	172912;	1754049552.000;	           9
20250801;	172913;	1754049553.000;	           9
20250801;	172914;	1754049554.000;	           9
20250801;	172915;	1754049555.000;	           9
20250801;	172916;	1754049556.000;	           9
20250801;	172917;	1754049557.000;	           9
20250801;	172918;	1754049558.000;	           9
20250801;	172919;	1754049559.000;	           9
20250801;	172920;	1754049560.000;	           9
20250801;	172921;	1754049561.000;	           9
20250801;	172922;	1754049562.000;	           9
20250801;	172923;	1754049563.000;	           9
20250801;	172924;	1754049564.000;	           9
20250801;	172925;	1754049565.000;	           9
20250801;	172926;	1754049566.000;	           9
20250801;	172927;	1754049567.000;	           9
20250801;	172928;	1754049568.000;	           9
20250801;	172929;	1754049569.000;	           9
20250801;	172930;	1754049570.000;	           9
20250801;	172931;	1754049571.000;	           9
20250801;	172932;	1754049572.000;	           9
20250801;	172933;	1754049573.000;	           9
20250801;	172934;	1754049574.000;	           9
20250801;	172935;	1754049575.000;	           9
20250801;	172936;	1754049576.000;	           9
20250801;	172937;	1754049577.000;	           9
20250801;	172938;	1754049578.000;	           9
20250801;	172939;	1754049579.000;	           9
20250801;	172940;	1754049580.000;	           9
20250801;	172941;	1754049581.000;	           9
20250801;	172942;	1754049582.000;	           9
20250801;	172943;	1754049583.000;	           9
20250801;	172944;	1754049584.000;	           9
20250801;	172945;	1754049585.000;	           9
20250801;	172946;	1754049586.000;	           9
20250801;	172947;	1754049587.000;	           9
20250801;	172948;	1754049588.000;	           9
20250801;	172949;	1754049589.000;	           9
20250801;	172950;	1754049590.000;	           9
20250801;	172951;	1754049591.000;	           9
20250801;	172952;	1754049592.000;	           9
20250801;	172953;	1754049593.000;	           9
20250801;	172954;	1754049594.000;	           9
20250801;	172955;	1754049595.000;	           9
20250801;	172956;	1754049596.000;	           9
20250801;	172957;	1754049597.000;	           9
20250801;	172958;	1754049598.000;	           9
20250801;	172959;	1754049599.000;	           9
20250801;	173000;	1754049600.000;	           9
20250801;	173001;	1754049601.000;	           9
20250801;	173002;	1754049602.000;	           9
20250801;	173003;	1754049603.000;	           9
20250801;	173004;	1754049604.000;	           9
20250801;	173005;	1754049605.000;	           9
20250801;	173006;	1754049606.000;	           9
20250801;	173007;	1754049607.000;	           9
20250801;	173008;	1754049608.000;	           9
20250801;	173009;	1754049609.000;	           9
20250801;	173010;	1754049610.000;	           9
20250801;	173011;	1754049611.000;	           9
20250801;	173012;	1754049612.000;	           9
20250801;	173013;	1754049613.000;	           9
20250801;	173014;	1754049614.000;	           9
20250801;	173015;	1754049615.000;	           9
20250801;	173016;	1754049616.000;	           9
20250801;	173017;	1754049617.000;	           9
20250801;	173018;	1754049618.000;	           9
20250801;	173019;	1754049619.000;	           9
20250801;	173020;	1754049620.000;	           9
20250801;	173021;	1754049621.000;	           9
20250801;	173022;	1754049622.000;	           9
20250801;	173023;	1754049623.000;	           9
20250801;	173024;	1754049624.000;	           9
20250801;	173025;	1754049625.000;	           9
20250801;	173026;	1754049626.000;	           9
20250801;	173027;	1754049627.000;	           9
20250801;	173028;	1754049628.000;	           9
20250801;	173029;	1754049629.000;	           9
20250801;	173030;	1754049630.000;	           9
20250801;	173031;	1754049631.000;	           9
20250801;	173032;	1754049632.000;	           9
20250801;	173033;	1754049633.000;	           9
20250801;	173034;	1754049634.000;	           9
20250801;	173035;	1754049635.000;	           9
20250801;	173036;	1754049636.000;	           9
20250801;	173037;	1754049637.000;	           9
20250801;	173038;	1754049638.000;	           9
20250801;	173039;	1754049639.000;	           9
20250801;	173040;	1754049640.000;	           9
20250801;	173041;	1754049641.000;	           9
20250801;	173042;	1754049642.000;	           9
20250801;	173043;	1754049643.000;	           9
20250801;	173044;	1754049644.000;	           9
20250801;	173045;	1754049645.000;	           9
20250801;	173046;	1754049646.000;	           9
20250801;	173047;	1754049647.000;	           9
20250801;	173048;	1754049648.000;	           9
20250801;	173049;	1754049649.000;	           9
20250801;	173050;	1754049650.000;	           9
20250801;	173051;	1754049651.000;	           9
20250801;	173052;	1754049652.000;	           9
20250801;	173053;	1754049653.000;	           9
20250801;	173054;	1754049654.000;	           9
20250801;	173055;	1754049655.000;	           9
20250801;	173056;	1754049656.000;	           9
20250801;	173057;	1754049657.000;	           9
20250801;	173058;	1754049658.000;	           9
20250801;	173059;	1754049659.000;	           9
20250801;	173100;	1754049660.000;	           9
20250801;	173101;	1754049661.000;	           9
20250801;	173102;	1754049662.000;	           9
20250801;	173103;	1754049663.000;	           9
20250801;	173104;	1754049664.000;	           9
20250801;	173105;	1754049665.000;	           9
20250801;	173106;	1754049666.000;	           9
20250801;	173107;	1754049667.000;	           9
20250801;	173108;	1754049668.000;	           9
20250801;	173109;	1754049669.000;	           9
20250801;	173110;	1754049670.000;	           9
20250801;	173111;	1754049671.000;	           9
20250801;	173112;	1754049672.000;	           9
20250801;	173113;	1754049673.000;	           9
20250801;	173114;	1754049674.000;	           9
20250801;	173115;	1754049675.000;	           9
20250801;	173116;	1754049676.000;	           9
20250801;	173117;	1754049677.000;	           9
20250801;	173118;	1754049678.000;	           9
20250801;	173119;	1754049679.000;	           9
20250801;	173120;	1754049680.000;	           9
20250801;	173121;	1754049681.000;	           9
20250801;	173122;	1754049682.000;	           9
20250801;	173123;	1754049683.000;	           9
20250801;	173124;	1754049684.000;	           9
20250801;	173125;	1754049685.000;	           9
20250801;	173126;	1754049686.000;	           9
20250801;	173127;	1754049687.000;	           9
20250801;	173128;	1754049688.000;	           9
20250801;	173129;	1754049689.000;	           9
20250801;	173130;	1754049690.000;	           9
20250801;	173131;	1754049691.000;	           9
20250801;	173132;	1754049692.000;	           9
20250801;	173133;	1754049693.000;	           9
20250801;	173134;	1754049694.000;	           9
20250801;	173135;	1754049695.000;	           9
20250801;	173136;	1754049696.000;	           9
20250801;	173137;	1754049697.000;	           9
20250801;	173138;	1754049698.000;	           9
20250801;	173139;	1754049699.000;	           9
20250801;	173140;	1754049700.000;	           9
20250801;	173141;	1754049701.000;	           9
20250801;	173142;	1754049702.000;	           9
20250801;	173143;	1754049703.000;	           9
20250801;	173144;	1754049704.000;	           9
20250801;	173145;	1754049705.000;	           9
20250801;	173146;	1754049706.000;	           9
20250801;	173147;	1754049707.000;	           9
20250801;	173148;	1754049708.000;	           9
20250801;	173149;	1754049709.000;	           9
20250801;	173150;	1754049710.000;	           9
20250801;	173151;	1754049711.000;	           9
20250801;	173152;	1754049712.000;	           9
20250801;	173153;	1754049713.000;	           9
20250801;	173154;	1754049714.000;	           9
20250801;	173155;	1754049715.000;	           9
20250801;	173156;	1754049716.000;	           9
20250801;	173157;	1754049717.000;	           9
20250801;	173158;	1754049718.000;	           9
20250801;	173159;	1754049719.000;	           9
20250801;	173200;	1754049720.000;	           9
20250801;	173201;	1754049721.000;	           9
20250801;	173202;	1754049722.000;	           9
20250801;	173203;	1754049723.000;	           9
20250801;	173204;	1754049724.000;	           9
20250801;	173205;	1754049725.000;	           9
20250801;	173206;	1754049726.000;	           9
20250801;	173207;	1754049727.000;	           9
20250801;	173208;	1754049728.000;	           9
20250801;	173209;	1754049729.000;	           9
20250801;	173210;	1754049730.000;	           9
20250801;	173211;	1754049731.000;	           9
20250801;	173212;	1754049732.000;	           9
20250801;	173213;	1754049733.000;	           9
20250801;	173214;	1754049734.000;	           9
20250801;	173215;	1754049735.000;	           9
20250801;	173216;	1754049736.000;	           9
20250801;	173217;	1754049737.000;	           9
20250801;	173218;	1754049738.000;	           9
20250801;	173219;	1754049739.000;	           9
20250801;	173220;	1754049740.000;	           9
20250801;	173221;	1754049741.000;	           9
20250801;	173222;	1754049742.000;	           9
20250801;	173223;	1754049743.000;	           9
20250801;	173224;	1754049744.000;	           9
20250801;	173225;	1754049745.000;	           9
20250801;	173226;	1754049746.000;	           9
20250801;	173227;	1754049747.000;	           9
20250801;	173228;	1754049748.000;	           9
20250801;	173229;	1754049749.000;	           9
20250801;	173230;	1754049750.000;	           9
20250801;	173231;	1754049751.000;	           9
20250801;	173232;	1754049752.000;	           9
20250801;	173233;	1754049753.000;	           9
20250801;	173234;	1754049754.000;	           9
20250801;	173235;	1754049755.000;	           9
20250801;	173236;	1754049756.000;	           9
20250801;	173237;	1754049757.000;	           9
20250801;	173238;	1754049758.000;	           9
20250801;	173239;	1754049759.000;	           9
20250801;	173240;	1754049760.000;	           9
20250801;	173241;	1754049761.000;	           9
20250801;	173242;	1754049762.000;	           9
20250801;	173243;	1754049763.000;	           9
20250801;	173244;	1754049764.000;	           9
20250801;	173245;	1754049765.000;	           9
20250801;	173246;	1754049766.000;	           9
20250801;	173247;	1754049767.000;	           9
20250801;	173248;	1754049768.000;	           9
20250801;	173249;	1754049769.000;	           9
20250801;	173250;	1754049770.000;	           9
20250801;	173251;	1754049771.000;	           9
20250801;	173252;	1754049772.000;	           9
20250801;	173253;	1754049773.000;	           9
20250801;	173254;	1754049774.000;	           9
20250801;	173255;	1754049775.000;	           9
20250801;	173256;	1754049776.000;	           9
20250801;	173257;	1754049777.000;	           9
20250801;	173258;	1754049778.000;	           9
20250801;	173259;	1754049779.000;	           9
20250801;	173300;	1754049780.000;	           9
20250801;	173301;	1754049781.000;	           9
20250801;	173302;	1754049782.000;	           9
20250801;	173303;	1754049783.000;	           9
20250801;	173304;	1754049784.000;	           9
20250801;	173305;	1754049785.000;	           9
20250801;	173306;	1754049786.000;	           9
20250801;	173307;	1754049787.000;	           9
20250801;	173308;	1754049788.000;	           9
20250801;	173309;	1754049789.000;	           9
20250801;	173310;	1754049790.000;	           9
20250801;	173311;	1754049791.000;	           9
20250801;	173312;	1754049792.000;	           9
20250801;	173313;	1754049793.000;	           9
20250801;	173314;	1754049794.000;	           9
20250801;	173315;	1754049795.000;	           9
20250801;	173316;	1754049796.000;	           9
20250801;	173317;	1754049797.000;	           9
20250801;	173318;	1754049798.000;	           9
20250801;	173319;	1754049799.000;	           9
20250801;	173320;	1754049800.000;	           9
20250801;	173321;	1754049801.000;	           9
20250801;	173322;	1754049802.000;	           9
20250801;	173323;	1754049803.000;	           9
20250801;	173324;	1754049804.000;	           9
20250801;	173325;	1754049805.000;	           9
20250801;	173326;	1754049806.000;	           9
20250801;	173327;	1754049807.000;	           9
20250801;	173328;	1754049808.000;	           9
20250801;	173329;	1754049809.000;	           9
20250801;	173330;	1754049810.000;	           9
20250801;	173331;	1754049811.000;	           9
20250801;	173332;	1754049812.000;	           9
