#ies_format_version: 1.0
#file: 20250717_5000_2000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	power_self_consumption;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. test
YYYYMMDD;	hhmmss;	unixtimestamp;	power_self_consumption
20250717;	140447;	1752741287.000;	    err32
20250717;	140452;	1752741292.000;	    err32
20250717;	140457;	1752741297.000;	    err32
20250717;	140502;	1752741302.000;	    err32
20250717;	140507;	1752741307.000;	    err32
20250717;	140512;	1752741312.000;	    err32
20250717;	140517;	1752741317.000;	    err32
20250717;	140522;	1752741322.000;	    err32
20250717;	140527;	1752741327.000;	    err32
20250717;	140532;	1752741332.000;	    err32
20250717;	140537;	1752741337.000;	    err32
20250717;	140542;	1752741342.000;	    err32
20250717;	140547;	1752741347.000;	    err32
20250717;	140552;	1752741352.000;	    err32
20250717;	140557;	1752741357.000;	    err32
20250717;	140602;	1752741362.000;	    err32
20250717;	140607;	1752741367.000;	    err32
20250717;	140612;	1752741372.000;	    err32
20250717;	140617;	1752741377.000;	    err32
20250717;	140622;	1752741382.000;	    err32
20250717;	140627;	1752741387.000;	    err32
20250717;	140632;	1752741392.000;	    err32
20250717;	140637;	1752741397.000;	    err32
20250717;	140642;	1752741402.000;	    err32
20250717;	140647;	1752741407.000;	    err32
20250717;	140652;	1752741412.000;	    err32
20250717;	140657;	1752741417.000;	    err32
20250717;	140702;	1752741422.000;	    err32
20250717;	140707;	1752741427.000;	    err32
20250717;	140712;	1752741432.000;	    err32
20250717;	140717;	1752741437.000;	    err32
20250717;	140722;	1752741442.000;	    err32
20250717;	140727;	1752741447.000;	    err32
20250717;	140732;	1752741452.000;	    err32
20250717;	140737;	1752741457.000;	    err32
20250717;	140742;	1752741462.000;	    err32
20250717;	140747;	1752741467.000;	    err32
20250717;	140752;	1752741472.000;	    err32
20250717;	140757;	1752741477.000;	    err32
20250717;	140802;	1752741482.000;	    err32
20250717;	140807;	1752741487.000;	    err32
20250717;	140812;	1752741492.000;	    err32
20250717;	140817;	1752741497.000;	    err32
20250717;	140822;	1752741502.000;	    err32
20250717;	140827;	1752741507.000;	    err32
20250717;	140832;	1752741512.000;	    err32
20250717;	140837;	1752741517.000;	    err32
20250717;	140842;	1752741522.000;	    err32
20250717;	140847;	1752741527.000;	    err32
20250717;	140852;	1752741532.000;	    err32
20250717;	140857;	1752741537.000;	    err32
20250717;	140902;	1752741542.000;	    err32
20250717;	140907;	1752741547.000;	    err32
20250717;	140912;	1752741552.000;	    err32
20250717;	140917;	1752741557.000;	    err32
20250717;	140922;	1752741562.000;	    err32
20250717;	140927;	1752741567.000;	    err32
20250717;	140932;	1752741572.000;	    err32
20250717;	140937;	1752741577.000;	    err32
20250717;	140942;	1752741582.000;	    err32
20250717;	140947;	1752741587.000;	    err32
20250717;	140952;	1752741592.000;	    err32
20250717;	140957;	1752741597.000;	    err32
20250717;	141002;	1752741602.000;	    err32
20250717;	141007;	1752741607.000;	    err32
20250717;	141012;	1752741612.000;	    err32
20250717;	141017;	1752741617.000;	    err32
20250717;	141022;	1752741622.000;	    err32
20250717;	141027;	1752741627.000;	    err32
20250717;	141032;	1752741632.000;	    err32
20250717;	141037;	1752741637.000;	    err32
20250717;	141042;	1752741642.000;	    err32
20250717;	141047;	1752741647.000;	    err32
20250717;	141052;	1752741652.000;	    err32
20250717;	141057;	1752741657.000;	    err32
20250717;	141102;	1752741662.000;	    err32
20250717;	141107;	1752741667.000;	    err32
20250717;	141112;	1752741672.000;	    err32
20250717;	141117;	1752741677.000;	    err32
20250717;	141122;	1752741682.000;	    err32
20250717;	141127;	1752741687.000;	    err32
20250717;	141132;	1752741692.000;	    err32
20250717;	141137;	1752741697.000;	    err32
20250717;	141142;	1752741702.000;	    err32
20250717;	141147;	1752741707.000;	    err32
20250717;	141152;	1752741712.000;	    err32
20250717;	141157;	1752741717.000;	    err32
20250717;	141202;	1752741722.000;	    err32
20250717;	141207;	1752741727.000;	    err32
20250717;	141212;	1752741732.000;	    err32
20250717;	141217;	1752741737.000;	    err32
20250717;	141222;	1752741742.000;	    err32
20250717;	141227;	1752741747.000;	    err32
20250717;	141232;	1752741752.000;	    err32
20250717;	141237;	1752741757.000;	    err32
20250717;	141242;	1752741762.000;	    err32
20250717;	141247;	1752741767.000;	    err32
20250717;	141252;	1752741772.000;	    err32
20250717;	141257;	1752741777.000;	    err32
20250717;	141302;	1752741782.000;	    err32
20250717;	141307;	1752741787.000;	    err32
20250717;	141312;	1752741792.000;	    err32
20250717;	141317;	1752741797.000;	    err32
20250717;	141322;	1752741802.000;	    err32
20250717;	141327;	1752741807.000;	    err32
20250717;	141332;	1752741812.000;	    err32
20250717;	141337;	1752741817.000;	    err32
20250717;	141342;	1752741822.000;	    err32
20250717;	141347;	1752741827.000;	    err32
20250717;	141352;	1752741832.000;	    err32
20250717;	141357;	1752741837.000;	    err32
20250717;	141402;	1752741842.000;	    err32
20250717;	141407;	1752741847.000;	    err32
20250717;	141412;	1752741852.000;	    err32
20250717;	141417;	1752741857.000;	    err32
20250717;	141422;	1752741862.000;	    err32
20250717;	141427;	1752741867.000;	    err32
20250717;	141432;	1752741872.000;	    err32
20250717;	141437;	1752741877.000;	    err32
20250717;	141442;	1752741882.000;	    err32
20250717;	141447;	1752741887.000;	    err32
20250717;	141452;	1752741892.000;	    err32
20250717;	141457;	1752741897.000;	    err32
20250717;	141502;	1752741902.000;	    err32
20250717;	141507;	1752741907.000;	    err32
20250717;	141512;	1752741912.000;	    err32
20250717;	141517;	1752741917.000;	    err32
20250717;	141522;	1752741922.000;	    err32
20250717;	141527;	1752741927.000;	    err32
20250717;	141532;	1752741932.000;	    err32
20250717;	141537;	1752741937.000;	    err32
20250717;	141542;	1752741942.000;	    err32
20250717;	141547;	1752741947.000;	    err32
20250717;	141552;	1752741952.000;	    err32
20250717;	141557;	1752741957.000;	    err32
20250717;	141602;	1752741962.000;	    err32
20250717;	141607;	1752741967.000;	    err32
20250717;	141612;	1752741972.000;	    err32
20250717;	141617;	1752741977.000;	    err32
20250717;	141622;	1752741982.000;	    err32
20250717;	141627;	1752741987.000;	    err32
20250717;	141632;	1752741992.000;	    err32
20250717;	141637;	1752741997.000;	    err32
20250717;	141642;	1752742002.000;	    err32
20250717;	141647;	1752742007.000;	    err32
20250717;	141652;	1752742012.000;	    err32
20250717;	141657;	1752742017.000;	    err32
20250717;	141702;	1752742022.000;	    err32
20250717;	141707;	1752742027.000;	    err32
20250717;	141712;	1752742032.000;	    err32
20250717;	141717;	1752742037.000;	    err32
20250717;	141722;	1752742042.000;	    err32
20250717;	141727;	1752742047.000;	    err32
20250717;	141732;	1752742052.000;	    err32
20250717;	141737;	1752742057.000;	    err32
20250717;	141742;	1752742062.000;	    err32
20250717;	141747;	1752742067.000;	    err32
20250717;	141752;	1752742072.000;	    err32
20250717;	141757;	1752742077.000;	    err32
20250717;	141802;	1752742082.000;	    err32
20250717;	141807;	1752742087.000;	    err32
20250717;	141812;	1752742092.000;	    err32
20250717;	141817;	1752742097.000;	    err32
20250717;	141822;	1752742102.000;	    err32
20250717;	141827;	1752742107.000;	    err32
20250717;	141832;	1752742112.000;	    err32
20250717;	141837;	1752742117.000;	    err32
20250717;	141842;	1752742122.000;	    err32
20250717;	141847;	1752742127.000;	    err32
20250717;	141852;	1752742132.000;	    err32
20250717;	141857;	1752742137.000;	    err32
20250717;	141902;	1752742142.000;	    err32
20250717;	141907;	1752742147.000;	    err32
20250717;	141912;	1752742152.000;	    err32
20250717;	141917;	1752742157.000;	    err32
20250717;	141922;	1752742162.000;	    err32
20250717;	141927;	1752742167.000;	    err32
20250717;	141932;	1752742172.000;	    err32
20250717;	141937;	1752742177.000;	    err32
20250717;	141942;	1752742182.000;	    err32
20250717;	141947;	1752742187.000;	    err32
20250717;	141952;	1752742192.000;	    err32
20250717;	141957;	1752742197.000;	    err32
20250717;	142002;	1752742202.000;	    err32
20250717;	142007;	1752742207.000;	    err32
20250717;	142012;	1752742212.000;	    err32
20250717;	142017;	1752742217.000;	    err32
20250717;	142022;	1752742222.000;	    err32
20250717;	142027;	1752742227.000;	    err32
20250717;	142032;	1752742232.000;	    err32
20250717;	142037;	1752742237.000;	    err32
20250717;	142042;	1752742242.000;	    err32
20250717;	142047;	1752742247.000;	    err32
20250717;	142052;	1752742252.000;	    err32
20250717;	142057;	1752742257.000;	    err32
20250717;	142102;	1752742262.000;	    err32
20250717;	142107;	1752742267.000;	    err32
20250717;	142112;	1752742272.000;	    err32
20250717;	142117;	1752742277.000;	    err32
20250717;	142122;	1752742282.000;	    err32
20250717;	142127;	1752742287.000;	    err32
20250717;	142132;	1752742292.000;	    err32
20250717;	142137;	1752742297.000;	    err32
20250717;	142142;	1752742302.000;	    err32
20250717;	142147;	1752742307.000;	    err32
20250717;	142152;	1752742312.000;	    err32
20250717;	142157;	1752742317.000;	    err32
20250717;	142202;	1752742322.000;	    err32
20250717;	142207;	1752742327.000;	    err32
20250717;	142212;	1752742332.000;	    err32
20250717;	142217;	1752742337.000;	    err32
20250717;	142222;	1752742342.000;	    err32
20250717;	142227;	1752742347.000;	    err32
20250717;	142232;	1752742352.000;	    err32
20250717;	142237;	1752742357.000;	    err32
20250717;	142242;	1752742362.000;	    err32
20250717;	142247;	1752742367.000;	    err32
20250717;	142252;	1752742372.000;	    err32
20250717;	142257;	1752742377.000;	    err32
20250717;	142302;	1752742382.000;	    err32
20250717;	142307;	1752742387.000;	    err32
20250717;	142312;	1752742392.000;	    err32
20250717;	142317;	1752742397.000;	    err32
20250717;	142322;	1752742402.000;	    err32
20250717;	142327;	1752742407.000;	    err32
20250717;	142332;	1752742412.000;	    err32
20250717;	142337;	1752742417.000;	    err32
20250717;	142342;	1752742422.000;	    err32
20250717;	142347;	1752742427.000;	    err32
20250717;	142352;	1752742432.000;	    err32
20250717;	142357;	1752742437.000;	    err32
20250717;	142402;	1752742442.000;	    err32
20250717;	142407;	1752742447.000;	    err32
20250717;	142412;	1752742452.000;	    err32
20250717;	142417;	1752742457.000;	    err32
20250717;	142422;	1752742462.000;	    err32
20250717;	142427;	1752742467.000;	    err32
20250717;	142432;	1752742472.000;	    err32
20250717;	142437;	1752742477.000;	    err32
20250717;	142442;	1752742482.000;	    err32
20250717;	142447;	1752742487.000;	    err32
20250717;	142452;	1752742492.000;	    err32
20250717;	142457;	1752742497.000;	    err32
20250717;	142502;	1752742502.000;	    err32
20250717;	142507;	1752742507.000;	    err32
20250717;	142512;	1752742512.000;	    err32
20250717;	142517;	1752742517.000;	    err32
20250717;	142522;	1752742522.000;	    err32
20250717;	142527;	1752742527.000;	    err32
20250717;	142532;	1752742532.000;	    err32
20250717;	142537;	1752742537.000;	    err32
20250717;	142542;	1752742542.000;	    err32
20250717;	142547;	1752742547.000;	    err32
20250717;	142552;	1752742552.000;	    err32
20250717;	142557;	1752742557.000;	    err32
20250717;	142602;	1752742562.000;	    err32
20250717;	142607;	1752742567.000;	    err32
20250717;	142612;	1752742572.000;	    err32
20250717;	142617;	1752742577.000;	    err32
20250717;	142622;	1752742582.000;	    err32
20250717;	142627;	1752742587.000;	    err32
20250717;	142632;	1752742592.000;	    err32
20250717;	142637;	1752742597.000;	    err32
20250717;	142642;	1752742602.000;	    err32
20250717;	142647;	1752742607.000;	    err32
20250717;	142652;	1752742612.000;	    err32
20250717;	142657;	1752742617.000;	    err32
20250717;	142702;	1752742622.000;	    err32
20250717;	142707;	1752742627.000;	    err32
20250717;	142712;	1752742632.000;	    err32
20250717;	142717;	1752742637.000;	    err32
20250717;	142722;	1752742642.000;	    err32
20250717;	142727;	1752742647.000;	    err32
20250717;	142732;	1752742652.000;	    err32
20250717;	142737;	1752742657.000;	    err32
20250717;	142742;	1752742662.000;	    err32
20250717;	142747;	1752742667.000;	    err32
20250717;	142752;	1752742672.000;	    err32
20250717;	142757;	1752742677.000;	    err32
20250717;	142802;	1752742682.000;	    err32
20250717;	142807;	1752742687.000;	    err32
20250717;	142812;	1752742692.000;	    err32
20250717;	142817;	1752742697.000;	    err32
20250717;	142822;	1752742702.000;	    err32
20250717;	142827;	1752742707.000;	    err32
20250717;	142832;	1752742712.000;	    err32
20250717;	142837;	1752742717.000;	    err32
20250717;	142842;	1752742722.000;	    err32
20250717;	142847;	1752742727.000;	    err32
20250717;	142852;	1752742732.000;	    err32
20250717;	142857;	1752742737.000;	    err32
20250717;	142902;	1752742742.000;	    err32
20250717;	142907;	1752742747.000;	    err32
20250717;	142912;	1752742752.000;	    err32
20250717;	142917;	1752742757.000;	    err32
20250717;	142922;	1752742762.000;	    err32
20250717;	142927;	1752742767.000;	    err32
20250717;	142932;	1752742772.000;	    err32
20250717;	142937;	1752742777.000;	    err32
20250717;	142942;	1752742782.000;	    err32
20250717;	142947;	1752742787.000;	    err32
20250717;	142952;	1752742792.000;	    err32
20250717;	142957;	1752742797.000;	    err32
20250717;	143002;	1752742802.000;	    err32
20250717;	143007;	1752742807.000;	    err32
20250717;	143012;	1752742812.000;	    err32
20250717;	143017;	1752742817.000;	    err32
20250717;	143022;	1752742822.000;	    err32
20250717;	143027;	1752742827.000;	    err32
20250717;	143032;	1752742832.000;	    err32
20250717;	143037;	1752742837.000;	    err32
20250717;	143042;	1752742842.000;	    err32
20250717;	143047;	1752742847.000;	    err32
20250717;	143052;	1752742852.000;	    err32
20250717;	143057;	1752742857.000;	    err32
20250717;	143102;	1752742862.000;	    err32
20250717;	143107;	1752742867.000;	    err32
20250717;	143112;	1752742872.000;	    err32
20250717;	143117;	1752742877.000;	    err32
20250717;	143122;	1752742882.000;	    err32
20250717;	143127;	1752742887.000;	    err32
20250717;	143132;	1752742892.000;	    err32
20250717;	143137;	1752742897.000;	    err32
20250717;	143142;	1752742902.000;	    err32
20250717;	143147;	1752742907.000;	    err32
20250717;	143152;	1752742912.000;	    err32
20250717;	143157;	1752742917.000;	    err32
20250717;	143202;	1752742922.000;	    err32
20250717;	143207;	1752742927.000;	    err32
20250717;	143212;	1752742932.000;	    err32
20250717;	143217;	1752742937.000;	    err32
20250717;	143222;	1752742942.000;	    err32
20250717;	143227;	1752742947.000;	    err32
20250717;	143232;	1752742952.000;	    err32
20250717;	143237;	1752742957.000;	    err32
20250717;	143242;	1752742962.000;	    err32
20250717;	143247;	1752742967.000;	    err32
20250717;	143252;	1752742972.000;	    err32
20250717;	143257;	1752742977.000;	    err32
20250717;	143302;	1752742982.000;	    err32
20250717;	143307;	1752742987.000;	    err32
20250717;	143312;	1752742992.000;	    err32
20250717;	143317;	1752742997.000;	    err32
20250717;	143322;	1752743002.000;	    err32
20250717;	143327;	1752743007.000;	    err32
20250717;	143332;	1752743012.000;	    err32
20250717;	143337;	1752743017.000;	    err32
20250717;	143342;	1752743022.000;	    err32
20250717;	143347;	1752743027.000;	    err32
20250717;	143352;	1752743032.000;	    err32
20250717;	143357;	1752743037.000;	    err32
20250717;	143402;	1752743042.000;	    err32
20250717;	143407;	1752743047.000;	    err32
20250717;	143412;	1752743052.000;	    err32
20250717;	143417;	1752743057.000;	    err32
20250717;	143422;	1752743062.000;	    err32
20250717;	143427;	1752743067.000;	    err32
20250717;	143432;	1752743072.000;	    err32
20250717;	143437;	1752743077.000;	    err32
20250717;	143442;	1752743082.000;	    err32
20250717;	143447;	1752743087.000;	    err32
20250717;	143452;	1752743092.000;	    err32
20250717;	143457;	1752743097.000;	    err32
20250717;	143502;	1752743102.000;	    err32
20250717;	143507;	1752743107.000;	    err32
20250717;	143512;	1752743112.000;	    err32
20250717;	143517;	1752743117.000;	    err32
20250717;	143522;	1752743122.000;	    err32
20250717;	143527;	1752743127.000;	    err32
20250717;	143532;	1752743132.000;	    err32
20250717;	143537;	1752743137.000;	    err32
20250717;	143542;	1752743142.000;	    err32
20250717;	143547;	1752743147.000;	    err32
